source_prefix	source_identifier	source_name	relation	target_prefix	target_identifier	target_name
pathbank	PW000693	Thyroid Hormone Synthesis	skos:exactMatch	wikipathways	WP1981	Thyroxine (Thyroid Hormone) Production
pathbank	PW000726	Activation of PKC Through G Protein-Coupled Receptor	BFO:0000050	reactome	R-HSA-372790	Signaling by GPCR 
pathbank	PW000726	Activation of PKC Through G Protein-Coupled Receptor	BFO:0000050	reactome	R-HSA-372790	Signaling by GPCR 
pathbank	PW000726	Activation of PKC Through G Protein-Coupled Receptor	BFO:0000050	reactome	R-HSA-388396	GPCR downstream signalling 
pathbank	PW000726	Activation of PKC Through G Protein-Coupled Receptor	BFO:0000050	reactome	R-HSA-388396	GPCR downstream signalling 
pathbank	PW002359	The Oncogenic Action of 2-Hydroxyglutarate	BFO:0000050	kegg.pathway	hsa05200	Pathways in cancer - Homo sapiens (human) 
pathbank	PW002360	The Oncogenic Action of Succinate	BFO:0000050	kegg.pathway	hsa05200	Pathways in cancer - Homo sapiens (human) 
pathbank	PW002363	The Oncogenic Action of Fumarate	BFO:0000050	kegg.pathway	hsa05200	Pathways in cancer - Homo sapiens (human) 
pathbank	PW002366	Glutaminolysis and Cancer	BFO:0000050	kegg.pathway	hsa05200	Pathways in cancer - Homo sapiens (human) 
pathbank	PW002451	The Oncogenic Action of L-2-Hydroxyglutarate in Hydroxyglutaric aciduria	BFO:0000050	kegg.pathway	hsa05200	Pathways in cancer - Homo sapiens (human) 
pathbank	PW002452	The Oncogenic Action of D-2-Hydroxyglutarate in Hydroxyglutaric aciduria	BFO:0000050	kegg.pathway	hsa05200	Pathways in cancer - Homo sapiens (human) 
pathbank	PW015076	Phosphatidylcholine Biosynthesis	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW015076	Phosphatidylcholine Biosynthesis	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW015076	Phosphatidylcholine Biosynthesis	skos:exactMatch	reactome	R-HSA-1483191	Synthesis of PC 
pathbank	PW015076	Phosphatidylcholine Biosynthesis	skos:exactMatch	reactome	R-HSA-1483191	Synthesis of PC 
pathbank	PW016768	De Novo Triacylglycerol Biosynthesis	BFO:0000050	kegg.pathway	hsa00561	Glycerolipid metabolism - Homo sapiens (human) 
pathbank	PW016768	De Novo Triacylglycerol Biosynthesis	BFO:0000050	kegg.pathway	hsa00564	Glycerophospholipid metabolism - Homo sapiens (human) 
pathbank	PW016768	De Novo Triacylglycerol Biosynthesis	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW016768	De Novo Triacylglycerol Biosynthesis	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW016768	De Novo Triacylglycerol Biosynthesis	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW016768	De Novo Triacylglycerol Biosynthesis	BFO:0000050	reactome	R-HSA-75109	Triglyceride biosynthesis 
pathbank	PW016768	De Novo Triacylglycerol Biosynthesis	BFO:0000050	reactome	R-HSA-75109	Triglyceride biosynthesis 
pathbank	PW030608	Phosphatidylethanolamine Biosynthesis	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW030608	Phosphatidylethanolamine Biosynthesis	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW030608	Phosphatidylethanolamine Biosynthesis	skos:exactMatch	reactome	R-HSA-1483213	Synthesis of PE 
pathbank	PW030608	Phosphatidylethanolamine Biosynthesis	skos:exactMatch	reactome	R-HSA-1483213	Synthesis of PE 
pathbank	PW031778	Estrone Metabolism	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW031778	Estrone Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW031778	Estrone Metabolism	BFO:0000050	reactome	R-HSA-1430728	Metabolism 
pathbank	PW064756	Activation of cAMP-dependent protein kinase, PKA	BFO:0000050	reactome	R-HSA-170660	Adenylate cyclase activating pathway
pathbank	PW064756	Activation of cAMP-dependent protein kinase, PKA	BFO:0000050	reactome	R-HSA-170660	Adenylate cyclase activating pathway
pathbank	PW064763	Ahr Signal Transduction Pathway	BFO:0000050	decopath	DC3-8	Aryl hydrocarbon receptor signaling pathway
pathbank	PW064763	Ahr Signal Transduction Pathway	BFO:0000050	decopath	DC3-8	Aryl hydrocarbon receptor signaling pathway
pathbank	PW064763	Ahr Signal Transduction Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW064763	Ahr Signal Transduction Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW064763	Ahr Signal Transduction Pathway	skos:exactMatch	reactome	R-HSA-8937144	Aryl hydrocarbon receptor signalling 
pathbank	PW064763	Ahr Signal Transduction Pathway	skos:exactMatch	reactome	R-HSA-8937144	Aryl hydrocarbon receptor signalling 
pathbank	PW064763	Ahr Signal Transduction Pathway	skos:exactMatch	reactome	R-HSA-8937144	Aryl hydrocarbon receptor signalling
pathbank	PW064763	Ahr Signal Transduction Pathway	skos:exactMatch	reactome	R-HSA-8937144	Aryl hydrocarbon receptor signalling
pathbank	PW064763	Ahr Signal Transduction Pathway	skos:exactMatch	wikipathways	WP2586	Aryl Hydrocarbon Receptor Pathway
pathbank	PW064763	Ahr Signal Transduction Pathway	skos:exactMatch	wikipathways	WP2586	Aryl Hydrocarbon Receptor
pathbank	PW064763	Ahr Signal Transduction Pathway	skos:exactMatch	wikipathways	WP2873	Aryl Hydrocarbon Receptor Pathway
pathbank	PW064774	P53 Signaling Pathway	BFO:0000050	decopath	DC3-13	p53 signaling pathway
pathbank	PW064774	P53 Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04115	p53 signaling pathway - Homo sapiens (human) 
pathbank	PW064774	P53 Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04115	p53 signaling pathway - Homo sapiens (human)
pathbank	PW064776	Ras Signaling Pathway	BFO:0000050	decopath	DC3-20	Ras signaling pathway
pathbank	PW064776	Ras Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04014	Ras signaling pathway - Homo sapiens (human) 
pathbank	PW064776	Ras Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04014	Ras signaling pathway - Homo sapiens (human)
pathbank	PW064776	Ras Signaling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW064776	Ras Signaling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW064784	TNF/Stress Related Signaling	BFO:0000050	decopath	DC3-5	TNF signaling pathway
pathbank	PW064784	TNF/Stress Related Signaling	skos:exactMatch	kegg.pathway	hsa04668	TNF signaling pathway - Homo sapiens (human) 
pathbank	PW064784	TNF/Stress Related Signaling	skos:exactMatch	kegg.pathway	hsa04668	TNF signaling pathway - Homo sapiens (human)
pathbank	PW064784	TNF/Stress Related Signaling	skos:exactMatch	reactome	R-HSA-75893	TNF signaling 
pathbank	PW064784	TNF/Stress Related Signaling	skos:exactMatch	reactome	R-HSA-75893	TNF signaling 
pathbank	PW064784	TNF/Stress Related Signaling	skos:exactMatch	reactome	R-HSA-75893	TNF signaling
pathbank	PW064787	Rac 1 Cell Motility Signaling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW064787	Rac 1 Cell Motility Signaling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW064815	EGF Signalling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW064815	EGF Signalling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW064816	GnRH Signaling Pathway	BFO:0000050	decopath	DC3-26	GnRH signaling pathway
pathbank	PW064816	GnRH Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04912	GnRH signaling pathway - Homo sapiens (human)
pathbank	PW064816	GnRH Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04912	GnRH signaling pathway - Homo sapiens (human)
pathbank	PW064818	NF-kB Signaling Pathway	BFO:0000050	decopath	DC3-32	NF-kappa B signaling pathway
pathbank	PW064818	NF-kB Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04064	NF-kappa B signaling pathway - Homo sapiens (human) 
pathbank	PW064818	NF-kB Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04064	NF-kappa B signaling pathway - Homo sapiens (human)
pathbank	PW064818	NF-kB Signaling Pathway	BFO:0000050	reactome	R-HSA-209560	NF-kB is activated and signals survival 
pathbank	PW064818	NF-kB Signaling Pathway	BFO:0000050	reactome	R-HSA-209560	NF-kB is activated and signals survival 
pathbank	PW064819	Complement Pathway	BFO:0000050	decopath	DC2-2-3-1	Complement activation
pathbank	PW064819	Complement Pathway	BFO:0000050	kegg.pathway	hsa04610	Complement and coagulation cascades - Homo sapiens (human) 
pathbank	PW064819	Complement Pathway	skos:exactMatch	reactome	R-HSA-166658	Complement cascade 
pathbank	PW064819	Complement Pathway	skos:exactMatch	reactome	R-HSA-166658	Complement cascade 
pathbank	PW064819	Complement Pathway	skos:exactMatch	reactome	R-HSA-166658	Complement cascade
pathbank	PW064819	Complement Pathway	skos:exactMatch	wikipathways	WP545	Complement Activation
pathbank	PW064820	Alternative Complement Pathway	BFO:0000050	kegg.pathway	hsa04610	Complement and coagulation cascades - Homo sapiens (human) 
pathbank	PW064820	Alternative Complement Pathway	BFO:0000050	reactome	R-HSA-166658	Complement cascade 
pathbank	PW064820	Alternative Complement Pathway	BFO:0000050	reactome	R-HSA-166658	Complement cascade 
pathbank	PW064820	Alternative Complement Pathway	skos:exactMatch	reactome	R-HSA-173736	Alternative complement activation 
pathbank	PW064820	Alternative Complement Pathway	skos:exactMatch	reactome	R-HSA-173736	Alternative complement activation 
pathbank	PW064821	Ubiquitin-Proteasome Pathway	BFO:0000050	decopath	DC8-3	Ubiquitin-proteasome pathway
pathbank	PW064821	Ubiquitin-Proteasome Pathway	BFO:0000050	kegg.pathway	hsa03050	Proteasome - Homo sapiens (human) 
pathbank	PW064821	Ubiquitin-Proteasome Pathway	skos:exactMatch	kegg.pathway	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human) 
pathbank	PW064821	Ubiquitin-Proteasome Pathway	skos:exactMatch	kegg.pathway	hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)
pathbank	PW064821	Ubiquitin-Proteasome Pathway	BFO:0000050	reactome	R-HSA-5689880	Ub-specific processing proteases 
pathbank	PW064821	Ubiquitin-Proteasome Pathway	BFO:0000050	reactome	R-HSA-5689880	Ub-specific processing proteases 
pathbank	PW064906	Lectin-Induced Complement Pathway	BFO:0000050	kegg.pathway	hsa04610	Complement and coagulation cascades - Homo sapiens (human) 
pathbank	PW064906	Lectin-Induced Complement Pathway	BFO:0000050	reactome	R-HSA-166658	Complement cascade 
pathbank	PW064906	Lectin-Induced Complement Pathway	BFO:0000050	reactome	R-HSA-166658	Complement cascade 
pathbank	PW064906	Lectin-Induced Complement Pathway	skos:exactMatch	reactome	R-HSA-166662	Lectin pathway of complement activation 
pathbank	PW064906	Lectin-Induced Complement Pathway	skos:exactMatch	reactome	R-HSA-166662	Lectin pathway of complement activation 
pathbank	PW064906	Lectin-Induced Complement Pathway	BFO:0000050	reactome	R-HSA-168256	Immune System 
pathbank	PW064906	Lectin-Induced Complement Pathway	BFO:0000050	reactome	R-HSA-168256	Immune System 
pathbank	PW064909	Toll-Like Receptor Pathway 1	BFO:0000050	kegg.pathway	hsa04620	Toll-like receptor signaling pathway - Homo sapiens (human) 
pathbank	PW064909	Toll-Like Receptor Pathway 1	BFO:0000050	reactome	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade 
pathbank	PW064909	Toll-Like Receptor Pathway 1	BFO:0000050	reactome	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade 
pathbank	PW065057	Classical Complement Pathway	BFO:0000050	kegg.pathway	hsa04610	Complement and coagulation cascades - Homo sapiens (human) 
pathbank	PW065057	Classical Complement Pathway	BFO:0000050	pathbank	PW064819	Complement Pathway
pathbank	PW065057	Classical Complement Pathway	skos:exactMatch	reactome	R-HSA-166658	Complement cascade 
pathbank	PW065057	Classical Complement Pathway	skos:exactMatch	reactome	R-HSA-166658	Complement cascade 
pathbank	PW065635	CXCR4 Signaling Pathway	BFO:0000050	kegg.pathway	hsa04062	Chemokine signaling pathway - Homo sapiens (human) 
pathbank	PW067987	T Cell Receptor Signaling Pathway	BFO:0000050	decopath	DC2-1-4	T Cell Receptor Signaling Pathway 
pathbank	PW067987	T Cell Receptor Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04660	T cell receptor signaling pathway - Homo sapiens (human) 
pathbank	PW067987	T Cell Receptor Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04660	T cell receptor signaling pathway - Homo sapiens (human)
pathbank	PW067987	T Cell Receptor Signaling Pathway	BFO:0000050	reactome	R-HSA-1280218	Adaptive Immune System 
pathbank	PW067987	T Cell Receptor Signaling Pathway	BFO:0000050	reactome	R-HSA-1280218	Adaptive Immune System 
pathbank	PW067987	T Cell Receptor Signaling Pathway	BFO:0000050	reactome	R-HSA-168256	Immune System 
pathbank	PW067987	T Cell Receptor Signaling Pathway	BFO:0000050	reactome	R-HSA-168256	Immune System 
pathbank	PW067987	T Cell Receptor Signaling Pathway	skos:exactMatch	wikipathways	WP69	T-Cell antigen Receptor (TCR) Signaling Pathway
pathbank	PW068597	Stat3 Signaling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW068597	Stat3 Signaling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW070606	Toll-Like Receptor Pathway 2	BFO:0000050	kegg.pathway	hsa04620	Toll-like receptor signaling pathway - Homo sapiens (human) 
pathbank	PW070606	Toll-Like Receptor Pathway 2	BFO:0000050	reactome	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade 
pathbank	PW070606	Toll-Like Receptor Pathway 2	BFO:0000050	reactome	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade 
pathbank	PW070692	EPO Signaling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW070692	EPO Signaling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW070709	FAS signaling pathway ( CD95 )	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW070709	FAS signaling pathway ( CD95 )	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW070885	BCR Signaling Pathway	BFO:0000050	decopath	DC2-1-1	BCR Signaling Pathway 
pathbank	PW070885	BCR Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04662	B cell receptor signaling pathway - Homo sapiens (human) 
pathbank	PW070885	BCR Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04662	B cell receptor signaling pathway - Homo sapiens (human)
pathbank	PW070885	BCR Signaling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW070885	BCR Signaling Pathway	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW070885	BCR Signaling Pathway	skos:exactMatch	reactome	R-HSA-983705	Signaling by the B Cell Receptor (BCR) 
pathbank	PW070885	BCR Signaling Pathway	skos:exactMatch	reactome	R-HSA-983705	Signaling by the B Cell Receptor (BCR) 
pathbank	PW070885	BCR Signaling Pathway	skos:exactMatch	wikipathways	WP23	B Cell Receptor Signaling Pathway
pathbank	PW078607	WNT Signaling Pathway	BFO:0000050	decopath	DC3-11	Signaling by WNT 
pathbank	PW078607	WNT Signaling Pathway	BFO:0000050	decopath	DC3-11	Signaling by WNT 
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04310	Wnt signaling pathway - Homo sapiens (human)
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04310	Wnt signaling pathway - Homo sapiens (human)
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	kegg.pathway	hsa04310	Wnt signaling pathway - Homo sapiens (human)
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	reactome	R-HSA-195721	Signaling by WNT
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	reactome	R-HSA-195721	Signaling by WNT
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	reactome	R-HSA-195721	Signaling by WNT
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	reactome	R-HSA-195721	Signaling by WNT
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	wikipathways	WP363	Wnt signaling pathway
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	wikipathways	WP399	Wnt Signaling Pathway and Pluripotency
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	wikipathways	WP428	Wnt Signaling Pathway
pathbank	PW078607	WNT Signaling Pathway	skos:exactMatch	wikipathways	WP428	Wnt Signaling Pathway
pathbank	PW084312	Succinate Signalling	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW084312	Succinate Signalling	BFO:0000050	reactome	R-HSA-162582	Signal Transduction 
pathbank	PW085652	Succinate Signalling During Inflammation	BFO:0000050	reactome	R-HSA-168256	Immune System 
pathbank	PW085652	Succinate Signalling During Inflammation	BFO:0000050	reactome	R-HSA-168256	Immune System 
pathbank	PW090995	g-Secretase Mediated ErbB4 Signalling Pathway	BFO:0000050	kegg.pathway	hsa04012	ErbB signaling pathway - Homo sapiens (human)
pathbank	PW090995	g-Secretase Mediated ErbB4 Signalling Pathway	BFO:0000050	reactome	R-HSA-1236394	Signaling by ERBB4
pathbank	PW090995	g-Secretase Mediated ErbB4 Signalling Pathway	BFO:0000050	reactome	R-HSA-1236394	Signaling by ERBB4
pathbank	PW091851	Circadian Rhythms	BFO:0000050	decopath	DC8-8	Circadian rhythms
pathbank	PW091851	Circadian Rhythms	skos:exactMatch	kegg.pathway	hsa04710	Circadian rhythm - Homo sapiens (human) 
pathbank	PW091851	Circadian Rhythms	skos:exactMatch	kegg.pathway	hsa04710	Circadian rhythm - Homo sapiens (human)
pathbank	PW101384	Protein Synthesis: Alanine	BFO:0000050	kegg.pathway	hsa00250	Alanine,aspartate and glutamate metabolism - Homo sapiens (human)
pathbank	PW101384	Protein Synthesis: Alanine	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW101384	Protein Synthesis: Alanine	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW101384	Protein Synthesis: Alanine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW101384	Protein Synthesis: Alanine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW101384	Protein Synthesis: Alanine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW101384	Protein Synthesis: Alanine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW101384	Protein Synthesis: Alanine	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW101384	Protein Synthesis: Alanine	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	decopath	DC1-1-12	Arginine biosynthesis
pathbank	PW112896	Protein Synthesis: Arginine	skos:exactMatch	kegg.pathway	hsa00220	Arginine biosynthesis - Homo sapiens (human) 
pathbank	PW112896	Protein Synthesis: Arginine	skos:exactMatch	kegg.pathway	hsa00220	Arginine biosynthesis - Homo sapiens (human)
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	kegg.pathway	hsa00330	Arginine and proline metabolism - Homo sapiens (human) 
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	kegg.pathway	hsa00472	D-Arginine and D-ornithine metabolism - Homo sapiens (human) 
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112896	Protein Synthesis: Arginine	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112910	Protein Synthesis: Asparagine	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW112910	Protein Synthesis: Asparagine	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW112910	Protein Synthesis: Asparagine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112910	Protein Synthesis: Asparagine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112910	Protein Synthesis: Asparagine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112910	Protein Synthesis: Asparagine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112910	Protein Synthesis: Asparagine	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112910	Protein Synthesis: Asparagine	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112916	Protein Synthesis: Aspartic Acid	BFO:0000050	kegg.pathway	hsa00250	Alanine,aspartate and glutamate metabolism - Homo sapiens (human)
pathbank	PW112916	Protein Synthesis: Aspartic Acid	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW112916	Protein Synthesis: Aspartic Acid	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW112916	Protein Synthesis: Aspartic Acid	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112916	Protein Synthesis: Aspartic Acid	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112916	Protein Synthesis: Aspartic Acid	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112916	Protein Synthesis: Aspartic Acid	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112916	Protein Synthesis: Aspartic Acid	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112916	Protein Synthesis: Aspartic Acid	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112918	Protein Synthesis: Cysteine	BFO:0000050	kegg.pathway	hsa00270	Cysteine and methionine metabolism - Homo sapiens (human) 
pathbank	PW112918	Protein Synthesis: Cysteine	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW112918	Protein Synthesis: Cysteine	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW112918	Protein Synthesis: Cysteine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112918	Protein Synthesis: Cysteine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112918	Protein Synthesis: Cysteine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112918	Protein Synthesis: Cysteine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112918	Protein Synthesis: Cysteine	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112918	Protein Synthesis: Cysteine	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112920	Protein Synthesis: Glutamine	BFO:0000050	kegg.pathway	hsa00471	D-Glutamine and D-glutamate metabolism - Homo sapiens (human) 
pathbank	PW112920	Protein Synthesis: Glutamine	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW112920	Protein Synthesis: Glutamine	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW112920	Protein Synthesis: Glutamine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112920	Protein Synthesis: Glutamine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112920	Protein Synthesis: Glutamine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112920	Protein Synthesis: Glutamine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112920	Protein Synthesis: Glutamine	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112920	Protein Synthesis: Glutamine	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112922	Protein Synthesis: Glutamic Acid	BFO:0000050	kegg.pathway	hsa00250	Alanine,aspartate and glutamate metabolism - Homo sapiens (human)
pathbank	PW112922	Protein Synthesis: Glutamic Acid	BFO:0000050	kegg.pathway	hsa00471	D-Glutamine and D-glutamate metabolism - Homo sapiens (human) 
pathbank	PW112922	Protein Synthesis: Glutamic Acid	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW112922	Protein Synthesis: Glutamic Acid	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW112922	Protein Synthesis: Glutamic Acid	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112922	Protein Synthesis: Glutamic Acid	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112922	Protein Synthesis: Glutamic Acid	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112922	Protein Synthesis: Glutamic Acid	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112922	Protein Synthesis: Glutamic Acid	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112922	Protein Synthesis: Glutamic Acid	BFO:0000050	reactome	R-HSA-71291	Metabolism of amino acids and derivatives 
pathbank	PW112928	Protein Synthesis: Glycine	BFO:0000050	kegg.pathway	hsa00260	Glycine,serine and threonine metabolism - Homo sapiens (human)
pathbank	PW112928	Protein Synthesis: Glycine	BFO:0000050	kegg.pathway	hsa01100	Metabolic pathways - Homo sapiens (human)
pathbank	PW112928	Protein Synthesis: Glycine	BFO:0000050	kegg.pathway	hsa01230	Biosynthesis of amino acids - Homo sapiens (human) 
pathbank	PW112928	Protein Synthesis: Glycine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112928	Protein Synthesis: Glycine	BFO:0000050	reactome	R-HSA-1430728	Metabolism
pathbank	PW112928	Protein Synthesis: Glycine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
pathbank	PW112928	Protein Synthesis: Glycine	BFO:0000050	reactome	R-HSA-70614	Amino acid synthesis and interconversion (transamination) 
